# CodeBrix.LilyPort ratchet -- every time a floor came DOWN, and why.
# Append-only, written by `ratchet.py rebaseline`. The manifest records
# what the floor IS; this records what happened to it, so a row that
# reads lower than a plan document claims can always be accounted for.
#
# date	name	from	to	reason
2026-08-07	non-arpeggiato-at-right.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	non-arpeggiato-span-collision.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	note-head-glyph.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	optional-material-bar.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	ottava-double-percent-repeat-note.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	ottava-percent-repeat-note.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	ottava-trill.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	part-combine-keep-with-tag.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	part-combine-mmrest-after-apart-silence.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	part-combine-mmrest-shared.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	part-combine-silence-mixed.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	pes-flexa.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	rehearsal-mark-formatters.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	rehearsal-mark-number.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	repeat-ds-mark-override.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	repeat-petrucci-with-measure-bar-lines.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	repeat-petrucci.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	segno-mark-begin-score-default.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	segno-mark-begin-score-specific.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	segno-mark-break.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	segno-mark-unaligned.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	skiptypesetting-show-first-and-last.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	time-signature-c.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	time-signature-grob-spec-override.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	time-signature-note-flag-style.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	time-signature-note-position.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-07	zero-staff-space.svg	GLYPHS-DIFFER	MISSING	PHANTOM floor, re-baselined 1541 -> 1444. BatchDriver never cleaned candidate/svg, so each of these rows was graded against a page an EARLIER run had produced, after the file itself had stopped producing one; the ratchet then reported no regression for the failure it exists to catch. First measurement against a clean directory 2026-08-07. Attribution is from the saved sweep logs, which record what each sweep PRODUCED and so do not depend on the directory: 23 stopped at LS-FIX2, 14 at Wave A, 59 at EPG22, and NONE was still producing in the most recent sweep. 78 of the stale pages held zero music glyphs. Causes now: 40 pre-existing parse errors, 29 ly:stencil-extent, 18 no-current-parser (a live defect this exposed), 10 other. Per-row evidence: ~/ClaudeHome/ANALYSIS_lilyport_harnessfix_phantom_rows_2026-08-07.tsv. The engine did not get worse; the measurement was wrong.
2026-08-08	staff-highlight-ossia.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	staff-highlight-rhythmicstaff.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	staff-highlight-score-rhythmic-staves.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	staff-highlight-score.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	staff-highlight-start-end.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	staff-highlight.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Cost of FIXING lily/grob.cc's constructor, which had never installed upstream's four DEFAULT callbacks (X-extent, Y-extent, vertical-skylines, horizontal-skylines) on grobs whose description does not name them. Specifically the X-extent default: staff-highlight::height now reads `elements' before it is populated and dies on ly:grob-array->list of (). The fix is not optional - without it every NoteHead answers an EMPTY horizontal extent, which is what killed 23 files when ties first asked for one. EPG22's pattern: these pages stopped being EMPTY and now reach real engraving, where they hit a gap that was always there. Expected to resolve with EPG15/EPG16 line breaking.
2026-08-08	tuplet-slur-tweaks.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Same grob.cc constructor fix as the staff-highlight rows, but a DIFFERENT one of the four defaults: the Y-extent default. Attributed by measurement, not inference - removing the Y-extent default alone and re-probing restores both files. Symptom is 'Skyline building slope is not finite', a NaN roof height reaching Building::precompute. Expected to resolve with EPG15/EPG16 line breaking; recorded separately from the staff-highlight six so the two causes stay distinguishable.
2026-08-08	tuplet-slurs.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. Same grob.cc constructor fix as the staff-highlight rows, but a DIFFERENT one of the four defaults: the Y-extent default. Attributed by measurement, not inference - removing the Y-extent default alone and re-probing restores both files. Symptom is 'Skyline building slope is not finite', a NaN roof height reaching Building::precompute. Expected to resolve with EPG15/EPG16 line breaking; recorded separately from the staff-highlight six so the two causes stay distinguishable.
2026-08-08	tablature-grace-notes.svg	GLYPHS-DIFFER	MISSING	EPG11/EPG12 2026-08-08, Jeremy's GO. THE ONE ROW NOT EXPLAINED BY A FIX, and recorded alone so it stays visible. It fails with ALL FOUR grob.cc constructor defaults removed, so it is the EPG11/EPG12 tie/slur code's own doing and not the price of the grob.cc repair. Symptom: 'ly:grob-object: Wrong type argument, expected grob: ()'. NOT DIAGNOSED - the session ran out of room after the two causes above were chased to root. Whoever picks this up should start by removing the tie and slur translator registrations and confirming the file recovers, which localises it to one of the five engravers.
2026-08-08	slashed-beam.svg	GLYPHS-DIFFER	MISSING	RATCHET-FIX ruling, EPG19 session 2026-08-08, Jeremy's GO (option c). REATTRIBUTED TO EPG15/EPG16 and it CANNOT be guarded. The failing beams' stems sit at TWO x-coordinates, 1.2392 and 0.065, running BACKWARDS because the columns are still unplaced; that inverts the segment intervals, an inverted interval is is_empty(), and Beam::calc_x_positions therefore takes its OWN 'beams without segments' fallback. The port's calc_x_positions is upstream's line for line INCLUDING that fallback, so there is nothing here to fix. Fourth instance of the recorded unplaced-columns pattern (EPG10, EPG12, EPG17); the first three were C++ and could be guarded at upstream's own threshold, but this arithmetic is in scm/output-lib.scm, vendored byte-identical, so guarding it would mean editing vendored upstream Scheme. It regressed at EPG14 because EPG14's value_type_check fix stopped discarding the file's own \override Beam.stencil - VERIFIED by removing the override and getting a page back. Not the port drawing anything WRONG: the file reaches real beam formatting for the first time and meets a gap that was always there. The row returns when EPG15/EPG16 place the columns.
