# Entry-point documentation, extracted from the LY_DEFINE and
# LY_DEFINE_WITH_SETTER macros of LilyPond v2.27.2
# (commit 2d621459bd44cb1758f822a69757242eab843060), lily/*.cc.
#
# Upstream registers these from the macro into a hash table
# (lily/function-documentation.cc:58) that ly:get-all-function-documentation
# hands to scm/document-functions.scm. The port's entry points are C#
# lambdas with nowhere to carry a docstring, so the data is carried here and
# registered at CreateInterpreter -- see FunctionDocumentation.cs.
#
# Columns: scheme-name, source, arglist, docstring.
# The arglist is stringified as the C preprocessor would leave #ARGLIST:
# every run of whitespace collapsed to one space. \n is a newline.
#
# THREE RULES DECIDE WHAT IS IN HERE, and each was added because taking the
# source at face value put something in the generated manual that the oracle
# does not have:
#
#   * A docstring may be a C++ RAW STRING LITERAL WITH A NON-EMPTY DELIMITER,
#     R"delim( ... )delim", which is how LilyPond writes any docstring that
#     contains a quotation mark. Reading only R"( ... )" leaves 'delim(' in
#     the text and drops every embedded quoted string.
#
#   * A SMOB TYPE PREDICATE is included only when its class actually derives
#     from a smob base (class OR struct -- Duration and Tuplet_description are
#     structs). Smob_base<T>::init() defines the predicate, so a class that
#     merely declares type_p_name_ never gets one: lily/include/box.hh does
#     exactly that, and the oracle answers #f to (defined? 'ly:box?).
#
#   * An entry point behind a build flag the oracle build does not set is
#     skipped -- #if GS_API, which is why ly:gs-api and ly:shutdown-gs are
#     absent here and unbound there.
#
# Regenerate with tools/table-extract/extract-entry-point-docs.py.
ly:paper-column::break-align-width	paper-column.cc	(SCM col, SCM align_syms)	\n\n@var{col} should be a non-musical paper-column.  This function\ndetermines the horizontal extent of a break align group contained in\nthis column, relative to the system.  The break align group is\nsearched according to @var{align-sym}, which is either a break align\nsymbol (see the @code{break-align-symbol} property), or a list of such\nsymbols.  For example,\n\n@example\n(ly:paper-column::break-align-width col '(key-signature staff-bar))\n@end example\n\n@noindent\ntries to find a @code{BreakAlignGroup} of key signatures, but falls\nback on bar lines if there are no key signatures or if the extent of\nthe @code{BreakAlignGroup} containing them is empty (for example, if\nthey are omitted).\n\nThe special symbol @code{break-alignment} means the combined extent of\nall items in the paper column.  It is useful as the last element of\nthe list, for a catch-all fallback.\n\nThis function never returns an empty interval.  If no matching group\nis found or the group has an empty extent, it returns a point interval\nat the coordinate of the column relative to the system.\n           
ly:paper-column::print	paper-column.cc		Optional stencil for @code{PaperColumn} or @code{NonMusicalPaperColumn}.  Draws the @dfn{rank number} of each column, its moment in time, a blue arrow showing the ideal distance, and a red arrow showing the minimum distance between columns.
ly:paper-fonts	output-def-scheme.cc	(SCM def)	\nReturn a list containing the fonts from output definition @var{def} (e.g.,\n@code{\\paper}).\n           
ly:paper-get-font	output-def-scheme.cc	(SCM def, SCM chain)	\nFind a font metric in output definition @var{def} satisfying the font\nqualifiers in alist chain @var{chain}, and return it.  (An alist chain is a\nlist of alists, containing grob properties.)\n           
ly:paper-get-number	output-def-scheme.cc	(SCM def, SCM sym)	\nReturn the value of variable @var{sym} in output definition @var{def} as a\ndouble.\n           
ly:paper-outputscale	output-def-scheme.cc	(SCM def)	\nReturn the @code{output-scale} for output definition @var{def}.\n           
ly:paper-score-paper-systems	paper-score-scheme.cc	(SCM paper_score)	\nReturn vector of @code{paper_system} objects from @var{paper-score}.\n           
ly:paper-system?	paper-system-scheme.cc	(SCM obj)	\nIs @var{obj} a C++ @code{Prob} object of type @code{paper-system}?\n           
ly:parse-file	lily-parser-scheme.cc	(SCM name)	\nParse a single @code{.ly} file.  Upon failure, throw @code{ly-file-failed} key.\n           
ly:parse-init	lily-parser-scheme.cc	(SCM name)	\nParse the init file @var{name}.\n           
ly:parse-string-expression	lily-parser-scheme.cc	(SCM parser_smob, SCM ly_code, SCM filename, SCM line)	\nParse the string @var{ly-code} with @var{parser-smob}. Return the contained\nmusic expression.  @var{filename} and @var{line} are optional source\nindicators.\n           
ly:parsed-undead-list!	undead.cc	()	\nReturn the list of objects that have been found alive but should have been\ndead, and clear that list.\n           
ly:parser-append-to-include-path	lily-parser-scheme.cc	(SCM path)	\nAppend @var{path} to the current parser's include path.\n           
ly:parser-clear-error	lily-parser-scheme.cc	(SCM parser)	\nClear error flag for @var{parser}, defaulting to current parser.\n           
ly:parser-clone	lily-parser-scheme.cc	(SCM closures, SCM location)	\nReturn a clone of current parser.  An association list of port positions to\nclosures can be specified in @var{closures} in order to have @code{$} and\n@code{#} interpreted in their original lexical environment.  If @var{location}\nis a valid location, it becomes the source of all music expressions inside.\n           
ly:parser-define!	lily-parser-scheme.cc	(SCM id, SCM val)	\nBind @var{id} to @var{val} in current parser's module.\n           
ly:parser-define-once!	lily-parser-scheme.cc	(SCM id, SCM val)	\nIf @var{id} is unbound, bind it to @var{val} in current parser's module.\n           
ly:parser-error	lily-parser-scheme.cc	(SCM msg, SCM input)	\nDisplay an error message and make current parser fail.  Without a current\nparser, trigger an ordinary error.\n           
ly:parser-has-error?	lily-parser-scheme.cc	(SCM parser)	\nDoes @var{parser} (defaulting to current parser) have an error flag?\n           
ly:parser-include-string	lily-parser-scheme.cc	(SCM ly_code)	\nInclude the string @var{ly-code} into the input stream for current parser.  Can\nonly be used in immediate Scheme expressions (@code{$} instead of @code{#}).\n           
ly:parser-lookup	lily-parser-scheme.cc	(SCM id, SCM rest)	\nLook up @var{id} in the current parser's module.\n\nThe @var{rest} arguments may contain the @code{#:default} keyword option with\nthe value to return when the variable is not defined.  When the @code{#:default}\noption is absent, @code{'()} is used.\n           
ly:parser-output-name	lily-parser-scheme.cc	(SCM parser)	\nReturn the base name of the output file.  If @var{parser} is left off, use\ncurrently active parser.\n           
ly:parser-parse-string	lily-parser-scheme.cc	(SCM parser_smob, SCM ly_code)	\nParse the string @var{ly-code} with @var{parser-smob}.  Upon failure, throw\n@code{ly-file-failed} key.\n           
ly:parser-set-note-names	lily-parser-scheme.cc	(SCM names)	\nReplace current note names in parser.  @var{names} is an alist of symbols.\nThis only has effect if the current mode is notes.\n           
ly:perform-text-replacements	text-interface.cc	(SCM , SCM props, SCM input_string)	\nA string transformer to perform text replacements using the @code{replacement-alist}\nfrom the property alist chain @var{props}.\n           
ly:performance-headers	performance-scheme.cc	(SCM performance)	\nReturn the list of headers with the innermost first.\n           
ly:performance-write	performance-scheme.cc	(SCM performance, SCM filename, SCM name)	\nWrite @var{performance} to @var{filename} storing @var{name} as the name of the\nperformance in the file metadata.\n           
ly:pitch-alteration	pitch-scheme.cc	(SCM pp)	\nExtract the alteration from pitch@tie{}@var{pp}.\n           
ly:pitch-diff	pitch-scheme.cc	(SCM pitch, SCM root)	\nReturn pitch @var{delta} such that @var{root} transposed by @var{delta} equals\n@var{pitch}.\n           
ly:pitch-negate	pitch-scheme.cc	(SCM p)	\nNegate pitch@tie{}@var{p}.\n           
ly:pitch-notename	pitch-scheme.cc	(SCM pp)	\nExtract the note name from pitch @var{pp}.\n           
ly:pitch-octave	pitch-scheme.cc	(SCM pp)	\nExtract the octave from pitch@tie{}@var{pp}.\n           
ly:pitch-quartertones	pitch-scheme.cc	(SCM pp)	\nCalculate the number of quarter tones of pitch @var{pp} from middle@tie{}C.\n           
ly:pitch-semitones	pitch-scheme.cc	(SCM pp)	\nCalculate the number of semitones of pitch @var{pp} from middle@tie{}C.\n           
ly:pitch-steps	pitch-scheme.cc	(SCM p)	\nNumber of steps counted from middle@tie{}C of the pitch@tie{}@var{p}.\n           
ly:pitch-tones	pitch-scheme.cc	(SCM pp)	\nCalculate the number of tones of pitch @var{pp} from middle@tie{}C as a\nrational number.\n           
ly:pitch-transpose	pitch-scheme.cc	(SCM p, SCM delta)	\nTranspose pitch@tie{}@var{p} by the amount @var{delta}, where @var{delta} is\nrelative to middle@tie{}C.\n           
ly:pitch<?	pitch-scheme.cc	(SCM p1, SCM p2)	\nIs @var{p1} lexicographically smaller than @var{p2}?\n           
ly:pitch?	pitch.cc	(SCM x)	Is @var{x} a smob of class @code{Pitch}?
ly:png->eps-dump	cairo.cc	(SCM file_name, SCM port, SCM r, SCM g, SCM b, SCM a)	\nRead the PNG image under @var{file-name} and convert it to EPS data,\ndumping the output onto @var{port}.  @var{r}, @var{g}, @var{b} and\n@var{a} are the components of the background color.\n           
ly:png-dimensions	cairo.cc	(SCM file_name)	\nRead the PNG image under @var{file-name} and return its dimensions\nas a pair of integers, or @code{#f} if there was an error (a warning\nis printed in this case).\n           
ly:pointer-group-interface::add-grob	pointer-group-interface-scheme.cc	(SCM grob, SCM sym, SCM grob_element)	\nAdd @var{grob-element} to @var{grob}'s @var{sym} grob array.\n           
ly:position-on-line?	staff-symbol-referencer-scheme.cc	(SCM sg, SCM spos)	\nReturn whether @var{spos} is on a line of the staff associated with the grob\n@var{sg} (even on an extender line).\n           
ly:prob-immutable-properties	prob-scheme.cc	(SCM prob)	\nRetrieve an alist of immutable properties.\n           
ly:prob-mutable-properties	prob-scheme.cc	(SCM prob)	\nRetrieve an alist of mutable properties.\n           
ly:prob-property	prob-scheme.cc	(SCM prob, SCM sym, SCM val)	\nReturn the value for property @var{sym} of Prob object @var{prob}.  If no value\nis found, return @var{val} or @code{'()} if @var{val} is not specified.\n                       
ly:prob-property?	prob-scheme.cc	(SCM obj, SCM sym)	\nIs boolean prop @var{sym} of @var{obj} set?\n           
ly:prob-set-property!	prob-scheme.cc	(SCM obj, SCM sym, SCM value)	\nSet property @var{sym} of @var{obj} to @var{value}.\n           
ly:prob-type?	prob-scheme.cc	(SCM obj, SCM type)	\nIs @var{obj} the specified prob type?\n           
ly:prob?	prob.cc	(SCM x)	Is @var{x} a smob of class @code{Prob}?
ly:programming-error	warn-scheme.cc	(SCM str, SCM rest)	\nA Scheme callable function to issue the internal warning @var{str}.  The\nmessage is formatted with @code{format}; @var{rest} holds the formatting\narguments (if any).\n           
ly:progress	warn-scheme.cc	(SCM str, SCM rest)	\nA Scheme callable function to print progress @var{str}.  The message is\nformatted with @code{format}; @var{rest} holds the formatting arguments (if\nany).\n           
ly:property-lookup-stats	profile.cc	(SCM sym)	\nReturn hash table with a property access corresponding to @var{sym}.  Choices\nare @code{prob}, @code{grob}, and @code{context}.\n           
ly:pt	dimensions-scheme.cc	(SCM num)	\n@var{num} printer points.\n           
ly:pure-call	unpure-pure-container.cc	(SCM data, SCM grob, SCM start, SCM end, SCM rest)	\nConvert property @var{data} (unpure-pure container or procedure) to value in a\npure context defined by @var{grob}, @var{start}, @var{end}, and possibly\n@var{rest} arguments.\n           
ly:regex-exec	glib-regex-scheme.cc	(SCM regex, SCM string)	\nScan @var{string} for a match of the regular expression object\n@var{regex} (constructed with @code{ly:make-regex}).  Return\na match object or @code{#f}.  See @code{ly:regex-match-@dots{}}\nfunctions for what you can do with the match object.\n\nFor example, this extracts the components of a date in YYYY-MM-DD format:\n\n@indentedblock\n@verbatim\n#(define date-components\n   (let ((date-regex (ly:make-regex "^(\\\\d{4})-(\\\\d{2})-(\\\\d{2})$")))\n     (lambda (date)\n       (let ((match (ly:regex-exec date-regex date)))\n         (if match\n             (list (string->number (ly:regex-match-substring match 1))\n                   (string->number (ly:regex-match-substring match 2))\n                   (string->number (ly:regex-match-substring match 3)))\n             (error "not a date"))))))\n@end verbatim\n@end indentedblock\n           
ly:regex-exec->list	glib-regex-scheme.cc	(SCM regex, SCM string)	\nLike @code{ly:regex-exec}, but return a list of non-overlapping matches\ninstead of the first match only."\n           
ly:regex-quote	glib-regex-scheme.cc	(SCM string)	\nEscape special characters in @var{string}, forming a regular\nexpression pattern that matches exactly @var{string}.\n\nExample:\n\n@example\n(ly:regex-quote "$2")\n@result{} "\\\\$2"\n@end example\n           
ly:regex-replace	glib-regex-scheme.cc	(SCM regex, SCM string, SCM replacements)	\nScan for matches of the compiled regular expression @var{regex}\n(created with @code{ly:make-regex}) in the string @var{string},\nand form a new string by replacing them according to the @var{replacements}.\nEach replacement argument can be:\n\n@itemize\n@item\nA string, which is output as-is.\n\n@item\nA non-negative integer, which is interpreted as a match substring\nindex (see @code{ly:regex-match-substring}).\n\n@item\nA procedure, which is called on the match object, and should return\na string.\n@end itemize\n\nThis example converts a date from YYYY-MM-DD format to DD-MM-YYYY format:\n\n@quotation\n@verbatim\n#(define date-yyyy-mm-dd->dd-mm-yyyy\n   (let ((date-regex (ly:make-regex "(\\\\d{4})-(\\\\d{2})-(\\\\d{2})")))\n     (lambda (date)\n       (ly:regex-replace date-regex date 3 "-" 2 "-" 1))))\n@end verbatim\n@end quotation\n\nThis example does the same, using a procedure:\n\n@quotation\n@verbatim\n#(define date-yyyy-mm-dd->dd-mm-yyyy\n   (let ((date-regex (ly:make-regex "(\\\\d{4})-(\\\\d{2})-(\\\\d{2})")))\n     (lambda (date)\n       (ly:regex-replace\n        date-regex\n        date\n        (lambda (match)\n          (format #f "~a-~a-~a"\n                  (ly:regex-match-substring match 3)\n                  (ly:regex-match-substring match 2)\n                  (ly:regex-match-substring match 1)))))))\n@end verbatim\n@end quotation\n           
ly:regex?	glib-regex-scheme.cc	(SCM x)	Is @var{x} a smob of class @code{Regex}?
ly:register-stencil-expression	stencil-scheme.cc	(SCM symbol)	\nAdd @var{symbol} as head of a stencil expression.\n           
ly:register-translator	translator-ctors.cc	(SCM creator, SCM name, SCM description)	\nRegister a translator @var{creator} (usually a descriptive alist or a\nfunction/closure returning one when given a context argument) with the given\nsymbol @var{name} and the given @var{description} alist.\n           
ly:relative-group-extent	axis-group-interface-scheme.cc	(SCM elements, SCM common, SCM axis)	\nDetermine the extent of @var{elements} relative to @var{common} in the\n@var{axis} direction.\n           
ly:rename-file	general-scheme.cc	(SCM oldname, SCM newname)	\nRename @var{oldname} to @var{newname}. In contrast to Guile's\n@code{rename-file} function, this replaces the destination if it already\nexists.  On Windows, fall back to copying the file contents if @var{newname}\ncannot be deleted.\n           
ly:reset-all-fonts	all-font-metrics-scheme.cc	()	\nForget all about previously loaded fonts.\n           
ly:reset-options	program-option-scheme.cc	(SCM alist)	\nReset all program options to the values in @var{alist}.\n           
ly:round-filled-box	stencil-scheme.cc	(SCM xext, SCM yext, SCM blot)	\nMake a @code{Stencil} object that prints a black box of dimensions @var{xext},\n@var{yext} and roundness @var{blot}.\n           
ly:round-polygon	stencil-scheme.cc	(SCM points, SCM blot, SCM extroversion, SCM filled)	\nMake a @code{Stencil} object that prints a polygon with corners at the\npoints defined by @var{points} (a list of coordinate pairs) and roundness\n@var{blot}.  Optional numeric argument @var{extroversion} shifts the outline\noutward, with the default of@tie{}0 keeping the middle of the line just on\nthe polygon.  If optional Boolean argument @var{filled} is set to\n@code{#t} (which is the default), fill the polygon.\n           
ly:run-translator	global-context-scheme.cc	(SCM mus, SCM output_def)	\nProcess @var{mus} according to @var{output-def}.  An interpretation context is\nset up, and @var{mus} is interpreted with it.  The context is returned in its\nfinal state.\n           
ly:score-add-output-def!	score-scheme.cc	(SCM score, SCM def)	\nAdd an output definition @var{def} to @var{score}.\n           
ly:score-embedded-format	score-scheme.cc	(SCM score, SCM layout)	\nRun @var{score} through @var{layout} (an output definition) scaled to correct\n@code{output-scale} already, returning a list of layout lines.\n           
ly:score-error?	score-scheme.cc	(SCM score)	\nWas there an error in the score?\n           
ly:score-header	score-scheme.cc	(SCM score)	\nReturn score header.\n           
ly:score-music	score-scheme.cc	(SCM score)	\nReturn score music.\n           
ly:score-output-defs	score-scheme.cc	(SCM score)	\nAll output definitions in a score.\n           
ly:score-set-header!	score-scheme.cc	(SCM score, SCM module)	\nSet the score header.\n           
ly:score?	score.cc	(SCM x)	Is @var{x} a smob of class @code{Score}?
ly:set-grob-creation-callback	engraver.cc	(SCM cb)	\nSpecify a procedure that gets called every time a new grob is created.  The\ncallback receives as arguments the grob that was created, the name of the C++\nsource file that caused the grob to be created, and the corresponding line\nnumber in the C++ source file.  Call with @code{#f} as argument to unset the\ncallback.\n           
ly:set-grob-modification-callback	grob-property.cc	(SCM cb)	\nSpecify a procedure that gets called every time LilyPond modifies a grob\nproperty.  The callback receives as arguments the grob that is being modified,\nthe name of the C++ file in which the modification was requested, the line\nnumber in the C++ file in which the modification was requested, the name of the\nfunction in which the modification was requested, the property to be changed,\nand the new value for the property.  Call with @code{#f} as argument to unset\nthe callback.\n           
ly:set-middle-C!	pitch-scheme.cc	(SCM context)	\nSet the @code{middleCPosition} variable in @var{context} based on the variables\n@code{middleCClefPosition} and @code{middleCOffset}.\n           
ly:set-option	program-option-scheme.cc	(SCM var, SCM val)	\nSet program option @var{var} to value @var{val}.\n\nSee also function @code{ly:add-option}.\n           
ly:set-origin!	music-scheme.cc	(SCM m, SCM origin)	\nSet the origin given in @var{origin} to @var{m}.  @var{m} is typically a music\nexpression or a list of music.  List structures are searched recursively, but\nrecursion stops at the changed music expressions themselves.\n\n@var{origin} is generally of type @code{ly:input-location?}, defaulting to\n@code{(*location*)}.  Other valid values for @code{origin} are a music\nexpression which is then used as the source of location information, or\n@code{#f} or @code{'()} in which case no action is performed.  The return value\nis @var{m} itself.\n           
ly:set-property-cache-callback	grob-property.cc	(SCM cb)	\nSpecify a procedure that gets called whenever LilyPond calculates a callback\nfunction and caches the result.  The callback receives as arguments the grob\nwhose property it is, the name of the property, the name of the callback that\ncalculated the property, and the new (cached) value of the property.  Call with\n@code{#f} as argument to unset the callback.\n           
ly:set-rand-seed	lily-random.cc	(SCM seed)	\nSeed the internal pseudo-random generator with the specified value.\n           
ly:skyline->points	skyline-scheme.cc	(SCM skyline, SCM horizon_axis)	\nReturn a list of points from the given skyline, if viewed with\n@var{horizon-@/axis} as @q{horizon axis}.  Joining the points with a\nline draws the outline of the skyline.\n           
ly:skyline-distance	skyline-scheme.cc	(SCM skyline, SCM other_skyline, SCM horizon_padding)	\nCompute the distance between the two skylines, padding by\n@var{horizon-padding} if provided.\n           
ly:skyline-empty?	skyline-scheme.cc	(SCM sky)	\nReturn whether skyline @var{sky} is empty.\n           
ly:skyline-height	skyline-scheme.cc	(SCM skyline, SCM x)	\nReturn the height of @var{skyline} at point @var{x}.\n           
ly:skyline-max-height	skyline-scheme.cc	(SCM skyline)	\nReturn the maximum height found in @var{skyline}.\n           
ly:skyline-max-height-position	skyline-scheme.cc	(SCM skyline)	\nReturn the position at which @var{skyline} reaches its maximum height.\n           
ly:skyline-merge	skyline-scheme.cc	(SCM skyline1, SCM skyline2)	\nMerge the two given skylines.\n           
ly:skyline-pad	skyline-scheme.cc	(SCM skyline, SCM horizon_padding)	\nReturn a version of @var{skyline} padded by @var{horizon-padding}\nalong the horizon.\n           
ly:skyline-touching-point	skyline-scheme.cc	(SCM skyline, SCM other_skyline, SCM horizon_padding)	\nGet the point where @var{skyline} and @var{other-skyline} (having\nopposite directions) reach their minimum distance.  If\n@var{horizon-padding} is provided, one skyline is padded with it\nfirst.\n           
ly:skyline?	skyline.cc	(SCM x)	Is @var{x} a smob of class @code{Skyline}?
ly:skylines-for-stencil	skyline-scheme.cc	(SCM stencil, SCM axis)	\nReturn a pair of skylines representing the outline of @var{stencil}.\n@var{axis} is the @q{horizon axis} (i.e., this function gives skylines\nsuitable for the @code{vertical-@/skylines} property if @var{axis}\nis@tie{}@code{X}, and for @code{horizontal-@/skylines} if @var{axis}\nis@tie{}@code{Y}).\n           
ly:smob-protects	smobs.cc	()	\nReturn LilyPond's internal smob protection list.\n           
ly:solve-spring-rod-problem	simple-spacer-scheme.cc	(SCM springs, SCM rods, SCM length, SCM ragged)	\nSolve a spring and rod problem for @var{count} objects that are connected by\n@var{count}-1 @var{springs}, and an arbitrary number of @var{rods}.\n@var{count} is implicitly given by @var{springs} and @var{rods}.  The\n@var{springs} argument has the format @code{(ideal, inverse_hook)} and\n@var{rods} is of the form @code{(idx1, idx2, distance)}.\n\n@var{length} is a number, @var{ragged} a boolean.\n\nThe function returns a list containing the force (positive for stretching,\nnegative for compressing and @code{#f} for non-satisfied constraints) followed\nby @var{spring-count}+1 positions of the objects.\n           
ly:source-file?	source-file.cc	(SCM x)	Is @var{x} a smob of class @code{Source_file}?
ly:source-files	sources.cc	(SCM parser_smob)	\nReturn a list of input files that have been opened up to here, including the\nfiles that have been closed already.  A parser, @var{parser-smob}, may\noptionally be specified.\n           
ly:spanner-bound	spanner-scheme.cc	(SCM spanner, SCM dir, SCM def)	\nGet one of the bounds of @var{spanner}.  @var{dir} is @w{@code{-1}} for left,\nand @code{1} for right.  If the spanner does not (yet) have a bound\nfor this direction, return @var{def}, or @code{'()} if @var{def}\nis not specified.\n           
ly:spanner-broken-into	spanner-scheme.cc	(SCM spanner)	\nReturn broken-into list for @var{spanner}.\n           
ly:spanner-broken-neighbor	spanner-scheme.cc	(SCM spanner, SCM dir)	\nReturn the broken neighbor of @var{spanner} on the next or previous system\naccording to @var{dir}.  If there is no neighbor, return @code{#f}.\n           
ly:spanner-set-bound!	spanner-scheme.cc	(SCM spanner, SCM dir, SCM item)	\nSet grob @var{item} as bound in direction @var{dir} for @var{spanner}.\n           
ly:spanner?	spanner-scheme.cc	(SCM g)	\nIs @var{g} a spanner object?\n           
ly:spawn	general-scheme.cc	(SCM command, SCM rest)	\nSimple Scheme interface to the GLib function @code{g_spawn_sync}.  If an error\noccurs, format it with @code{format} and @var{rest}.\n           
ly:spring-set-inverse-compress-strength!	spring-smob.cc	(SCM spring, SCM strength)	\nSet the inverse compress @var{strength} of @var{spring}.\n           
ly:spring-set-inverse-stretch-strength!	spring-smob.cc	(SCM spring, SCM strength)	\nSet the inverse stretch @var{strength} of @var{spring}.\n           
ly:spring?	spring-smob.cc	(SCM x)	Is @var{x} a smob of class @code{Spring}?
ly:staff-symbol-line-thickness	staff-symbol-referencer-scheme.cc	(SCM grob)	\nReturn the current staff line thickness in the staff associated with\n@var{grob}, expressed as a multiple of the current staff space height.\n           
ly:staff-symbol-staff-radius	staff-symbol-referencer-scheme.cc	(SCM grob)	\nReturn the radius of the staff associated with @var{grob}.\n           
ly:staff-symbol-staff-space	staff-symbol-referencer-scheme.cc	(SCM grob)	\nReturn the current staff space height in the staff associated with @var{grob},\nexpressed as a multiple of the default height of a staff space in the\ntraditional five-line staff.\n           
ly:stderr-redirect	general-scheme.cc	(SCM fd_or_file_name, SCM mode)	\nRedirect standard error output (stderr) to file descriptor @var{fd} if the\nfirst parameter is an integer, or to file @var{file-name}, opened with\n@var{mode}.\n           
ly:stem::extremal-heads	stem.cc		\nReturn a pair containing the lowest and highest heads on this stem.\n\nIf the stem has only one head, both elements of the pair refer to it.  If the\nstem has no heads, the result is @code{'(() . ())}.\n
ly:stencil-add	stencil-scheme.cc	(SCM args)	\nCombine stencils.  Takes any number of arguments.\n           
ly:stencil-aligned-to	stencil-scheme.cc	(SCM stil, SCM axis, SCM dir)	\nAlign stencil @var{stil} using its own extents.  @var{dir} is a number.\n@w{@code{-1}} and @code{1} are left and right, respectively.  Other values are\ninterpolated (so @code{0} means the center).\n           
ly:stencil-combine-at-edge	stencil-scheme.cc	(SCM first, SCM axis, SCM direction, SCM second, SCM padding)	\nConstruct a stencil by putting @var{second} next to @var{first}.\n\n@var{axis} can be @code{0} (x@tie{}axis) or@tie{}@code{1} (y@tie{}axis).\n@var{direction} can be @code{-1} (left or down) or@tie{}@code{1} (right or up).\nThe stencils are juxtaposed with @var{padding} as extra space.  @var{first} and\n@var{second} may also be @code{'()} or @code{#f}.\n\nIf either of the stencils is spacing (i.e., the result of @code{\\\\hspace} markup\nand similar commands), @var{padding} does not apply.\n           
ly:stencil-empty?	stencil-scheme.cc	(SCM stil, SCM axis)	\nReturn whether @var{stil} is empty.  If an optional @var{axis} is supplied, the\nemptiness check is restricted to that axis.\n           
ly:stencil-expr	stencil-scheme.cc	(SCM stil)	\nReturn the expression of stencil @var{stil}.\n           
ly:stencil-extent	stencil-scheme.cc	(SCM stil, SCM axis)	\nReturn a pair of numbers signifying the extent of stencil @var{stil} in\n@var{axis} direction (@code{0} or@tie{}@code{1} for x and y@tie{}axis,\nrespectively).\n           
ly:stencil-outline	stencil-scheme.cc	(SCM stil, SCM outline)	\nReturn a stencil with the stencil expression (inking) of stencil @var{stil} but\nwith outline and dimensions from stencil @var{outline}.\n           
ly:stencil-rotate	stencil-scheme.cc	(SCM stil, SCM angle, SCM x, SCM y)	\nReturn a stencil @var{stil} rotated by @var{angle} degrees around the relative\noffset @w{(@var{x}, @var{y})}.  E.g., an offset of @w{(-1, 1)} rotates the\nstencil around the left upper corner.\n           
ly:stencil-rotate-absolute	stencil-scheme.cc	(SCM stil, SCM angle, SCM x, SCM y)	\nReturn a stencil @var{stil} rotated by @var{angle} degrees around point\n@w{(@var{x}, @var{y})}, given in absolute coordinates.\n           
ly:stencil-scale	stencil-scheme.cc	(SCM stil, SCM x, SCM y)	\nScale stencil @var{stil} using the horizontal and vertical scaling\nfactors @var{x} and optional@tie{}@var{y} (defaulting to@tie{}@var{x}).\nNegative values flip or mirror @var{stil} without changing its origin;\nthis may result in collisions unless it is repositioned.\n           
ly:stencil-stack	stencil-scheme.cc	(SCM first, SCM axis, SCM direction, SCM second, SCM padding, SCM mindist)	\nConstruct a stencil by stacking @var{second} next to @var{first}.\n\n@var{axis} can be @code{0} (x@tie{}axis) or@tie{}@code{1} (y@tie{}axis).\n@var{direction} can be @code{-1} (left or down) or@tie{}@code{1} (right or up).\nThe stencils are juxtaposed with @var{padding} as extra space.  @var{first} and\n@var{second} may also be @code{'()} or @code{#f}.  As opposed to\n@code{ly:@/stencil-combine-at-edge}, metrics are suited for successively\naccumulating lines of stencils.  Also, @var{second} stencil is drawn last.\n\nIf @var{mindist} is specified, reference points are placed apart at least by\nthis distance.  If either of the stencils is spacing (i.e., the result of\n@code{\\\\hspace} markup and similar commands), @var{padding} and @var{mindist} do\nnot apply.\n           
ly:stencil-translate	stencil-scheme.cc	(SCM stil, SCM offset)	\nReturn a copy of stencil @var{stil} but translated by @var{offset} (a pair of\nnumbers).\n           
ly:stencil-translate-axis	stencil-scheme.cc	(SCM stil, SCM amount, SCM axis)	\nReturn a copy of stencil @var{stil} but translated by @var{amount} in\n@var{axis} direction.\n           
ly:stencil?	stencil.cc	(SCM x)	Is @var{x} a smob of class @code{Stencil}?
ly:stream-event?	stream-event-scheme.cc	(SCM obj)	\nIs @var{obj} a @code{Stream_event} object?\n           
ly:string-percent-encode	general-scheme.cc	(SCM str)	\nEncode all characters in string @var{str} with hexadecimal percent escape\nsequences, with the following exceptions: characters @w{@samp{-./_}} and\ncharacters in ranges @code{0-9}, @code{A-Z}, and @code{a-z}.\n           
ly:string-substitute	general-scheme.cc	(SCM a, SCM b, SCM s)	\nReplace string@tie{}@var{a} by string@tie{}@var{b} in string@tie{}@var{s}.\n           
ly:system-font-load	all-font-metrics-scheme.cc	(SCM name)	\nLoad the OpenType system font @file{@var{name}.otf}.  Fonts loaded with this\ncommand must contain two additional SFNT font tables called @code{LILC}\nand @code{LILY}, needed for typesetting musical elements.\nCurrently, only the Emmentaler and the Emmentaler-Brace fonts fulfill these\nrequirements.\n\nNote that only @code{ly:font-get-glyph} and derived code (like @code{\\lookup})\ncan access glyphs from the system fonts; text strings are handled exclusively\nvia the Pango interface.\n           
ly:text-interface::interpret-markup	text-interface.cc		\nConvert a text markup into a stencil.  @var{layout} is a @code{\\\\layout} block.\n@var{props} is an alist chain, i.e., a list of alists.  @var{markup} is the markup\ntext to be processed.  See also @code{grob-interpret-markup}.\n                                   
ly:time-tracer-include-and-remove-file	time-tracer-scheme.cc	(SCM file_name)	\nIncorporate records from file @var{file-name} into the current trace.  If\nsuccessful, remove @var{file-name}.  This supports aggregating completed traces\nfrom child processes into the parent's trace.\n           
ly:time-tracer-restart	time-tracer-scheme.cc	(SCM name)	\nReinitialize the global tracer in a child process to avoid interfering with the\nparent's trace.  @var{name} is the name given to the top-level duration slice in\nthe new trace.\n           
